Session ID,Cumulative Games,Games Simulated in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase),Session CI Left,Session CI Right,Lifetime CI Left,Lifetime CI Right,Lifetime Mean
171,171000,1000,1.162,49.737,90776.000,91737.000,16205.000,-961.000,1.163,47.945,507.500,551.000,104.000,-43.500,49.461,50.006,49.641,49.713,49.677
172,172000,1000,1.162,49.725,91278.500,92289.000,16308.000,-1010.500,1.157,47.653,502.500,552.000,103.000,-49.500,49.449,49.993,49.641,49.713,49.677
173,173000,1000,1.162,49.722,91784.000,92809.000,16441.000,-1025.000,1.159,49.293,505.500,520.000,133.000,-14.500,49.448,49.989,49.642,49.713,49.678
174,174000,1000,1.162,49.724,92308.000,93334.000,16555.000,-1026.000,1.163,49.952,524.000,525.000,114.000,-1.000,49.451,49.989,49.642,49.713,49.678
175,175000,1000,1.162,49.721,92829.000,93872.000,16638.000,-1043.000,1.142,49.197,521.000,538.000,83.000,-17.000,49.450,49.984,49.643,49.713,49.678
176,176000,1000,1.162,49.709,93344.500,94439.000,16707.000,-1094.500,1.151,47.621,515.500,567.000,69.000,-51.500,49.438,49.972,49.643,49.713,49.678
177,177000,1000,1.162,49.696,93843.500,94993.000,16813.000,-1149.500,1.159,47.388,499.000,554.000,106.000,-55.000,49.425,49.959,49.643,49.713,49.678
178,178000,1000,1.162,49.671,94324.000,95573.000,16918.000,-1249.000,1.165,45.309,480.500,580.000,105.000,-99.500,49.398,49.937,49.643,49.713,49.678
179,179000,1000,1.162,49.685,94886.500,96091.000,17019.000,-1204.500,1.181,52.059,562.500,518.000,101.000,44.500,49.411,49.950,49.644,49.713,49.678
180,180000,1000,1.162,49.692,95414.500,96596.000,17119.000,-1181.500,1.133,51.113,528.000,505.000,100.000,23.000,49.420,49.957,49.644,49.713,49.678
181,181000,1000,1.162,49.710,95976.000,97096.000,17205.000,-1120.000,1.147,52.897,561.500,500.000,86.000,61.500,49.437,49.975,49.644,49.713,49.679
182,182000,1000,1.162,49.705,96492.500,97638.000,17309.000,-1145.500,1.163,48.795,516.500,542.000,104.000,-25.500,49.434,49.969,49.645,49.713,49.679
183,183000,1000,1.162,49.686,96983.000,98208.000,17406.000,-1225.000,1.157,46.252,490.500,570.000,97.000,-79.500,49.414,49.951,49.645,49.713,49.679
184,184000,1000,1.162,49.681,97504.000,98756.000,17496.000,-1252.000,1.159,48.737,521.000,548.000,90.000,-27.000,49.410,49.945,49.645,49.712,49.679
185,185000,1000,1.162,49.674,98019.000,99306.000,17573.000,-1287.000,1.142,48.357,515.000,550.000,77.000,-35.000,49.404,49.937,49.645,49.712,49.679
186,186000,1000,1.162,49.678,98564.500,99841.000,17657.000,-1276.500,1.165,50.486,545.500,535.000,84.000,10.500,49.409,49.940,49.645,49.712,49.679
187,187000,1000,1.162,49.686,99124.500,100378.000,17740.000,-1253.500,1.180,51.048,560.000,537.000,83.000,23.000,49.418,49.946,49.646,49.712,49.679
188,188000,1000,1.162,49.670,99630.500,100954.000,17824.000,-1323.500,1.166,46.765,506.000,576.000,84.000,-70.000,49.402,49.931,49.646,49.712,49.679
189,189000,1000,1.162,49.667,100153.500,101498.000,17898.000,-1344.500,1.141,49.016,523.000,544.000,74.000,-21.000,49.400,49.926,49.646,49.711,49.679
190,190000,1000,1.162,49.665,100680.500,102038.000,17993.000,-1357.500,1.162,49.391,527.000,540.000,95.000,-13.000,49.400,49.923,49.646,49.711,49.679
191,191000,1000,1.162,49.649,101175.500,102604.000,18096.000,-1428.500,1.164,46.654,495.000,566.000,103.000,-71.000,49.384,49.908,49.646,49.711,49.678
192,192000,1000,1.162,49.659,101726.000,103123.000,18204.000,-1397.000,1.177,51.473,550.500,519.000,108.000,31.500,49.394,49.917,49.646,49.711,49.678
193,193000,1000,1.162,49.662,102274.000,103668.000,18290.000,-1394.000,1.179,50.137,548.000,545.000,86.000,3.000,49.398,49.918,49.646,49.710,49.678
194,194000,1000,1.162,49.669,102839.500,104210.000,18375.000,-1370.500,1.192,51.061,565.500,542.000,85.000,23.500,49.406,49.924,49.646,49.710,49.678
195,195000,1000,1.162,49.672,103377.000,104742.000,18466.000,-1365.000,1.161,50.257,537.500,532.000,91.000,5.500,49.410,49.926,49.646,49.710,49.678
196,196000,1000,1.162,49.666,103889.000,105288.000,18590.000,-1399.000,1.182,48.393,512.000,546.000,124.000,-34.000,49.405,49.919,49.646,49.710,49.678
197,197000,1000,1.162,49.671,104438.500,105822.000,18677.000,-1383.500,1.171,50.715,549.500,534.000,87.000,15.500,49.411,49.923,49.647,49.710,49.678
198,198000,1000,1.162,49.651,104917.500,106391.000,18770.000,-1473.500,1.141,45.706,479.000,569.000,93.000,-90.000,49.389,49.905,49.647,49.709,49.678
199,199000,1000,1.162,49.660,105464.500,106907.000,18878.000,-1442.500,1.171,51.458,547.000,516.000,108.000,31.000,49.399,49.913,49.647,49.709,49.678
200,200000,1000,1.162,49.661,105990.500,107437.000,18975.000,-1446.500,1.153,49.811,526.000,530.000,97.000,-4.000,49.401,49.913,49.647,49.709,49.678
201,201000,1000,1.162,49.649,106506.000,108010.000,19082.000,-1504.000,1.196,47.359,515.500,573.000,107.000,-57.500,49.390,49.901,49.647,49.708,49.678
202,202000,1000,1.162,49.649,107025.500,108540.000,19193.000,-1514.500,1.161,49.500,519.500,530.000,111.000,-10.500,49.391,49.899,49.647,49.708,49.677
203,203000,1000,1.162,49.646,107548.500,109081.000,19273.000,-1532.500,1.144,49.154,523.000,541.000,80.000,-18.000,49.389,49.895,49.647,49.708,49.677
204,204000,1000,1.162,49.648,108073.500,109607.000,19372.000,-1533.500,1.150,49.952,525.000,526.000,99.000,-1.000,49.392,49.895,49.647,49.708,49.677
205,205000,1000,1.162,49.662,108625.000,110105.000,19465.000,-1480.000,1.143,52.549,551.500,498.000,93.000,53.500,49.406,49.910,49.647,49.707,49.677
206,206000,1000,1.162,49.650,109125.500,110662.000,19577.000,-1536.500,1.169,47.329,500.500,557.000,112.000,-56.500,49.395,49.898,49.647,49.707,49.677
207,207000,1000,1.162,49.647,109644.500,111204.000,19678.000,-1559.500,1.162,48.916,519.000,542.000,101.000,-23.000,49.393,49.894,49.647,49.707,49.677
208,208000,1000,1.162,49.627,110119.000,111773.000,19780.000,-1654.000,1.145,45.472,474.500,569.000,102.000,-94.500,49.371,49.876,49.647,49.706,49.677
209,209000,1000,1.162,49.631,110667.000,112311.000,19878.000,-1644.000,1.184,50.460,548.000,538.000,98.000,10.000,49.376,49.879,49.647,49.706,49.676
210,210000,1000,1.162,49.619,111189.000,112896.000,19957.000,-1707.000,1.186,47.154,522.000,585.000,79.000,-63.000,49.364,49.867,49.647,49.706,49.676
211,211000,1000,1.162,49.628,111745.500,113423.000,20062.000,-1677.500,1.188,51.361,556.500,527.000,105.000,29.500,49.373,49.874,49.646,49.705,49.676
212,212000,1000,1.162,49.620,112265.500,113986.000,20155.000,-1720.500,1.176,48.015,520.000,563.000,93.000,-43.000,49.366,49.866,49.646,49.705,49.676
213,213000,1000,1.162,49.616,112782.000,114527.000,20262.000,-1745.000,1.165,48.842,516.500,541.000,107.000,-24.500,49.364,49.861,49.646,49.704,49.675
214,214000,1000,1.162,49.609,113296.000,115082.000,20354.000,-1786.000,1.161,48.082,514.000,555.000,92.000,-41.000,49.357,49.853,49.646,49.704,49.675
215,215000,1000,1.162,49.606,113818.000,115625.000,20453.000,-1807.000,1.164,49.014,522.000,543.000,99.000,-21.000,49.356,49.849,49.646,49.704,49.675
216,216000,1000,1.162,49.602,114324.500,116157.000,20549.000,-1832.500,1.135,48.772,506.500,532.000,96.000,-25.500,49.353,49.845,49.646,49.703,49.674
217,217000,1000,1.162,49.605,114866.500,116694.000,20628.000,-1827.500,1.158,50.232,542.000,537.000,79.000,5.000,49.357,49.846,49.645,49.703,49.674
218,218000,1000,1.162,49.618,115423.000,117199.000,20726.000,-1776.000,1.159,52.426,556.500,505.000,98.000,51.500,49.369,49.860,49.645,49.702,49.674
219,219000,1000,1.162,49.622,115944.500,117713.000,20841.000,-1768.500,1.151,50.362,521.500,514.000,115.000,7.500,49.374,49.862,49.645,49.702,49.674
220,220000,1000,1.162,49.612,116451.000,118271.000,20937.000,-1820.000,1.161,47.581,506.500,558.000,96.000,-51.500,49.365,49.852,49.645,49.701,49.673
221,221000,1000,1.162,49.616,116991.000,118801.000,21037.000,-1810.000,1.170,50.467,540.000,530.000,100.000,10.000,49.370,49.855,49.645,49.701,49.673
222,222000,1000,1.162,49.612,117502.500,119342.000,21128.000,-1839.500,1.143,48.599,511.500,541.000,91.000,-29.500,49.366,49.850,49.645,49.701,49.673
223,223000,1000,1.162,49.606,118014.000,119890.000,21233.000,-1876.000,1.165,48.277,511.500,548.000,105.000,-36.500,49.361,49.843,49.645,49.700,49.672
224,224000,1000,1.162,49.608,118544.000,120419.000,21324.000,-1875.000,1.150,50.047,530.000,529.000,91.000,1.000,49.364,49.844,49.644,49.700,49.672
225,225000,1000,1.162,49.599,119053.000,120978.000,21415.000,-1925.000,1.159,47.659,509.000,559.000,91.000,-50.000,49.356,49.835,49.644,49.699,49.672
226,226000,1000,1.162,49.607,119605.500,121500.000,21513.000,-1894.500,1.173,51.419,552.500,522.000,98.000,30.500,49.365,49.842,49.644,49.699,49.672
227,227000,1000,1.162,49.607,120145.500,122051.000,21609.000,-1905.500,1.187,49.496,540.000,551.000,96.000,-11.000,49.365,49.841,49.644,49.699,49.671
228,228000,1000,1.162,49.609,120677.500,122580.000,21696.000,-1902.500,1.148,50.141,532.000,529.000,87.000,3.000,49.369,49.842,49.644,49.698,49.671
229,229000,1000,1.162,49.615,121230.500,123110.000,21795.000,-1879.500,1.182,51.062,553.000,530.000,99.000,23.000,49.376,49.848,49.644,49.698,49.671
230,230000,1000,1.162,49.614,121762.500,123655.000,21884.000,-1892.500,1.166,49.396,532.000,545.000,89.000,-13.000,49.376,49.846,49.643,49.698,49.670
231,231000,1000,1.162,49.616,122300.000,124192.000,21976.000,-1892.000,1.167,50.023,537.500,537.000,92.000,0.500,49.379,49.846,49.643,49.697,49.670
232,232000,1000,1.162,49.625,122853.500,124709.000,22076.000,-1855.500,1.171,51.705,553.500,517.000,100.000,36.500,49.388,49.855,49.643,49.697,49.670
233,233000,1000,1.162,49.633,123395.500,125219.000,22171.000,-1823.500,1.147,51.521,542.000,510.000,95.000,32.000,49.397,49.863,49.643,49.697,49.670
234,234000,1000,1.162,49.642,123944.000,125734.000,22262.000,-1790.000,1.155,51.575,548.500,515.000,91.000,33.500,49.405,49.871,49.643,49.696,49.670
235,235000,1000,1.162,49.646,124486.000,126260.000,22367.000,-1774.000,1.173,50.749,542.000,526.000,105.000,16.000,49.411,49.875,49.643,49.696,49.670
236,236000,1000,1.162,49.651,125022.000,126781.000,22485.000,-1759.000,1.175,50.710,536.000,521.000,118.000,15.000,49.416,49.878,49.643,49.696,49.670
237,237000,1000,1.162,49.637,125518.500,127354.000,22573.000,-1835.500,1.157,46.424,496.500,573.000,88.000,-76.500,49.402,49.865,49.643,49.696,49.669
238,238000,1000,1.162,49.643,126067.500,127883.000,22664.000,-1815.500,1.169,50.928,549.000,529.000,91.000,20.000,49.408,49.870,49.643,49.695,49.669
239,239000,1000,1.162,49.646,126606.000,128414.000,22753.000,-1808.000,1.159,50.351,538.500,531.000,89.000,7.500,49.412,49.872,49.643,49.695,49.669
240,240000,1000,1.162,49.651,127150.500,128939.000,22843.000,-1788.500,1.159,50.912,544.500,525.000,90.000,19.500,49.418,49.877,49.643,49.695,49.669
241,241000,1000,1.162,49.655,127686.000,129460.000,22941.000,-1774.000,1.155,50.686,535.500,521.000,98.000,14.500,49.423,49.880,49.643,49.695,49.669
242,242000,1000,1.162,49.657,128229.500,130000.000,23021.000,-1770.500,1.163,50.162,543.500,540.000,80.000,3.500,49.426,49.881,49.643,49.695,49.669
243,243000,1000,1.162,49.647,128728.000,130561.000,23125.000,-1833.000,1.163,47.050,498.500,561.000,104.000,-62.500,49.415,49.871,49.643,49.695,49.669
244,244000,1000,1.162,49.649,129249.000,131076.000,23241.000,-1827.000,1.152,50.290,521.000,515.000,116.000,6.000,49.419,49.872,49.643,49.694,49.669
245,245000,1000,1.162,49.655,129790.000,131596.000,23338.000,-1806.000,1.158,50.990,541.000,520.000,97.000,21.000,49.425,49.877,49.643,49.694,49.669
246,246000,1000,1.162,49.661,130337.000,132117.000,23433.000,-1780.000,1.163,51.217,547.000,521.000,95.000,26.000,49.432,49.883,49.644,49.694,49.669
247,247000,1000,1.162,49.651,130838.500,132679.000,23537.000,-1840.500,1.167,47.156,501.500,562.000,104.000,-60.500,49.422,49.873,49.644,49.694,49.669
248,248000,1000,1.162,49.648,131357.500,133222.000,23637.000,-1864.500,1.162,48.870,519.000,543.000,100.000,-24.000,49.420,49.869,49.644,49.694,49.669
249,249000,1000,1.162,49.654,131907.500,133746.000,23725.000,-1838.500,1.162,51.210,550.000,524.000,88.000,26.000,49.427,49.875,49.644,49.694,49.669
250,250000,1000,1.162,49.652,132430.500,134289.000,23809.000,-1858.500,1.150,49.062,523.000,543.000,84.000,-20.000,49.425,49.871,49.644,49.693,49.669
251,251000,1000,1.162,49.649,132956.000,134836.000,23898.000,-1880.000,1.161,48.998,525.500,547.000,89.000,-21.500,49.423,49.868,49.644,49.693,49.668
252,252000,1000,1.162,49.650,133486.500,135366.000,23988.000,-1879.500,1.151,50.024,530.500,530.000,90.000,0.500,49.426,49.869,49.644,49.693,49.668
253,253000,1000,1.162,49.662,134047.500,135871.000,24082.000,-1823.500,1.160,52.627,561.000,505.000,94.000,56.000,49.437,49.881,49.644,49.693,49.668
254,254000,1000,1.162,49.656,134565.500,136428.000,24168.000,-1862.500,1.161,48.186,518.000,557.000,86.000,-39.000,49.432,49.874,49.644,49.693,49.668
255,255000,1000,1.162,49.669,135135.500,136936.000,24255.000,-1800.500,1.165,52.876,570.000,508.000,87.000,62.000,49.444,49.888,49.644,49.693,49.668
256,256000,1000,1.162,49.669,135660.000,137466.000,24353.000,-1806.000,1.153,49.739,524.500,530.000,98.000,-5.500,49.445,49.887,49.644,49.693,49.668
257,257000,1000,1.162,49.658,136157.500,138032.000,24442.000,-1874.500,1.153,46.780,497.500,566.000,89.000,-68.500,49.434,49.876,49.644,49.692,49.668
258,258000,1000,1.162,49.663,136705.000,138559.000,24535.000,-1854.000,1.167,50.954,547.500,527.000,93.000,20.500,49.439,49.880,49.644,49.692,49.668
259,259000,1000,1.162,49.656,137220.000,139124.000,24624.000,-1904.000,1.169,47.685,515.000,565.000,89.000,-50.000,49.432,49.872,49.644,49.692,49.668
260,260000,1000,1.162,49.650,137732.500,139676.000,24714.000,-1943.500,1.155,48.145,512.500,552.000,90.000,-39.500,49.427,49.866,49.644,49.692,49.668
261,261000,1000,1.162,49.649,138266.500,140223.000,24801.000,-1956.500,1.168,49.399,534.000,547.000,87.000,-13.000,49.427,49.864,49.644,49.692,49.668
262,262000,1000,1.162,49.650,138799.000,140757.000,24894.000,-1958.000,1.159,49.930,532.500,534.000,93.000,-1.500,49.429,49.865,49.644,49.692,49.668
263,263000,1000,1.162,49.648,139323.500,141297.000,24975.000,-1973.500,1.145,49.272,524.500,540.000,81.000,-15.500,49.428,49.862,49.644,49.692,49.668
264,264000,1000,1.162,49.647,139852.500,141843.000,25068.000,-1990.500,1.168,49.209,529.000,546.000,93.000,-17.000,49.427,49.860,49.644,49.691,49.668
265,265000,1000,1.162,49.638,140345.000,142394.000,25163.000,-2049.000,1.139,47.197,492.500,551.000,95.000,-58.500,49.418,49.851,49.644,49.691,49.668
266,266000,1000,1.162,49.632,140853.500,142941.000,25253.000,-2087.500,1.145,48.176,508.500,547.000,90.000,-38.500,49.413,49.845,49.644,49.691,49.668
267,267000,1000,1.162,49.634,141387.000,143471.000,25352.000,-2084.000,1.163,50.165,533.500,530.000,99.000,3.500,49.416,49.846,49.644,49.691,49.667
268,268000,1000,1.162,49.622,141878.000,144042.000,25452.000,-2164.000,1.162,46.234,491.000,571.000,100.000,-80.000,49.403,49.834,49.644,49.690,49.667
269,269000,1000,1.162,49.619,142401.000,144586.000,25535.000,-2185.000,1.150,49.016,523.000,544.000,83.000,-21.000,49.401,49.831,49.644,49.690,49.667
270,270000,1000,1.162,49.614,142933.000,145157.000,25612.000,-2224.000,1.180,48.232,532.000,571.000,77.000,-39.000,49.396,49.825,49.644,49.690,49.667
271,271000,1000,1.162,49.616,143476.000,145694.000,25693.000,-2218.000,1.161,50.278,543.000,537.000,81.000,6.000,49.400,49.827,49.644,49.690,49.667
272,272000,1000,1.162,49.613,143994.000,146239.000,25780.000,-2245.000,1.150,48.730,518.000,545.000,87.000,-27.000,49.397,49.823,49.644,49.689,49.667
273,273000,1000,1.162,49.603,144501.000,146815.000,25876.000,-2314.000,1.179,46.814,507.000,576.000,96.000,-69.000,49.387,49.813,49.643,49.689,49.666
274,274000,1000,1.162,49.600,145026.000,147364.000,25967.000,-2338.000,1.165,48.883,525.000,549.000,91.000,-24.000,49.385,49.809,49.643,49.689,49.666
275,275000,1000,1.162,49.605,145551.500,147871.000,26088.000,-2319.500,1.153,50.896,525.500,507.000,121.000,18.500,49.390,49.814,49.643,49.688,49.666
276,276000,1000,1.162,49.614,146105.500,148378.000,26192.000,-2272.500,1.165,52.215,554.000,507.000,104.000,47.000,49.400,49.823,49.643,49.688,49.666
277,277000,1000,1.162,49.618,146648.500,148906.000,26299.000,-2257.500,1.178,50.700,543.000,528.000,107.000,15.000,49.404,49.826,49.643,49.688,49.665
278,278000,1000,1.162,49.620,147177.500,149433.000,26388.000,-2255.500,1.145,50.095,529.000,527.000,89.000,2.000,49.407,49.827,49.643,49.688,49.665
279,279000,1000,1.162,49.610,147666.500,149990.000,26494.000,-2323.500,1.152,46.750,489.000,557.000,106.000,-68.000,49.396,49.817,49.643,49.687,49.665
280,280000,1000,1.162,49.614,148222.500,150531.000,26575.000,-2308.500,1.178,50.684,556.000,541.000,81.000,15.000,49.401,49.821,49.643,49.687,49.665
281,281000,1000,1.162,49.621,148778.000,151048.000,26667.000,-2270.000,1.165,51.795,555.500,517.000,92.000,38.500,49.408,49.828,49.643,49.687,49.665
282,282000,1000,1.162,49.628,149318.000,151556.000,26771.000,-2238.000,1.152,51.527,540.000,508.000,104.000,32.000,49.416,49.835,49.643,49.687,49.665
283,283000,1000,1.162,49.633,149880.000,152099.000,26854.000,-2219.000,1.188,50.860,562.000,543.000,83.000,19.000,49.421,49.838,49.643,49.687,49.665
284,284000,1000,1.162,49.630,150406.500,152649.000,26937.000,-2242.500,1.159,48.908,526.500,550.000,83.000,-23.500,49.419,49.835,49.642,49.686,49.664
285,285000,1000,1.162,49.638,150953.500,153153.000,27044.000,-2199.500,1.158,52.046,547.000,504.000,107.000,43.000,49.427,49.844,49.642,49.686,49.664
286,286000,1000,1.162,49.647,151511.500,153668.000,27147.000,-2156.500,1.176,52.004,558.000,515.000,103.000,43.000,49.436,49.852,49.642,49.686,49.664
287,287000,1000,1.162,49.651,152051.000,154188.000,27253.000,-2137.000,1.165,50.920,539.500,520.000,106.000,19.500,49.441,49.856,49.642,49.686,49.664
288,288000,1000,1.162,49.645,152562.500,154744.000,27350.000,-2181.500,1.165,47.916,511.500,556.000,97.000,-44.500,49.435,49.849,49.642,49.686,49.664
289,289000,1000,1.162,49.644,153086.500,155282.000,27449.000,-2195.500,1.161,49.341,524.000,538.000,99.000,-14.000,49.435,49.847,49.642,49.686,49.664
290,290000,1000,1.162,49.644,153611.500,155816.000,27543.000,-2204.500,1.153,49.575,525.000,534.000,94.000,-9.000,49.435,49.847,49.643,49.685,49.664
291,291000,1000,1.162,49.647,154151.500,156345.000,27629.000,-2193.500,1.155,50.514,540.000,529.000,86.000,11.000,49.439,49.849,49.643,49.685,49.664
292,292000,1000,1.162,49.648,154674.000,156865.000,27731.000,-2191.000,1.145,50.120,522.500,520.000,102.000,2.500,49.441,49.850,49.643,49.685,49.664
293,293000,1000,1.162,49.652,155210.500,157389.000,27824.000,-2178.500,1.153,50.589,536.500,524.000,93.000,12.500,49.445,49.852,49.643,49.685,49.664
294,294000,1000,1.162,49.649,155725.500,157930.000,27914.000,-2204.500,1.146,48.769,515.000,541.000,90.000,-26.000,49.442,49.849,49.643,49.685,49.664
295,295000,1000,1.162,49.647,156254.500,158478.000,28005.000,-2223.500,1.168,49.118,529.000,548.000,91.000,-19.000,49.441,49.846,49.643,49.685,49.664
296,296000,1000,1.162,49.652,156798.000,158993.000,28093.000,-2195.000,1.147,51.346,543.500,515.000,88.000,28.500,49.447,49.852,49.643,49.685,49.664
297,297000,1000,1.162,49.657,157336.500,159511.000,28206.000,-2174.500,1.169,50.970,538.500,518.000,113.000,20.500,49.452,49.856,49.643,49.685,49.664
298,298000,1000,1.162,49.662,157883.500,160033.000,28295.000,-2149.500,1.158,51.169,547.000,522.000,89.000,25.000,49.458,49.860,49.643,49.685,49.664
299,299000,1000,1.162,49.661,158413.500,160578.000,28371.000,-2164.500,1.151,49.302,530.000,545.000,76.000,-15.000,49.457,49.859,49.643,49.684,49.664
300,300000,1000,1.162,49.666,158964.500,161101.000,28469.000,-2136.500,1.172,51.304,551.000,523.000,98.000,28.000,49.463,49.864,49.643,49.684,49.664
301,301000,1000,1.162,49.667,159510.000,161647.000,28554.000,-2137.000,1.177,49.977,545.500,546.000,85.000,-0.500,49.465,49.864,49.643,49.684,49.664
302,302000,1000,1.162,49.673,160054.000,162164.000,28658.000,-2110.000,1.165,51.272,544.000,517.000,104.000,27.000,49.471,49.869,49.643,49.684,49.664
303,303000,1000,1.162,49.671,160579.000,162705.000,28747.000,-2126.000,1.155,49.250,525.000,541.000,89.000,-16.000,49.470,49.867,49.643,49.684,49.664
304,304000,1000,1.162,49.682,161149.000,163212.000,28832.000,-2063.000,1.162,52.925,570.000,507.000,85.000,63.000,49.480,49.878,49.643,49.684,49.664
